Id,Label
310,edible
311,edible
312,edible
313,edible
314,edible
315,edible
316,edible
317,edible
318,edible
319,edible
320,edible
321,edible
322,edible
323,edible
324,edible
325,edible
326,edible
327,edible
328,edible
329,edible
330,edible
331,edible
332,edible
333,edible
334,edible
335,edible
336,edible
337,edible
338,edible
339,edible
340,edible
341,edible
342,edible
343,edible
344,edible
345,edible
346,edible
347,edible
348,edible
349,edible
350,edible
351,edible
352,edible
353,edible
354,edible
355,edible
356,edible
357,edible
358,edible
359,edible
360,edible
361,edible
362,edible
363,edible
364,edible
365,edible
366,edible
367,edible
368,edible
369,edible
370,edible
371,edible
372,edible
373,edible
374,edible
375,edible
376,edible
377,edible
378,edible
379,edible
380,edible
381,edible
382,edible
383,edible
384,edible
385,edible
386,edible
387,edible
388,edible
389,edible
390,edible
391,edible
392,edible
393,edible
394,edible
395,edible
396,edible
397,edible
398,edible
399,edible
400,edible
401,edible
402,edible
403,edible
404,edible
405,edible
406,edible
407,edible
408,edible
409,edible
410,edible
411,edible
412,edible
413,edible
414,edible
415,edible
416,edible
417,edible
418,edible
419,edible
420,edible
421,edible
422,edible
423,edible
424,edible
425,edible
426,edible
427,edible
428,edible
429,edible
430,edible
431,edible
432,edible
433,edible
434,edible
435,edible
436,edible
437,edible
438,edible
439,edible
440,edible
441,edible
442,edible
443,edible
444,edible
445,edible
446,edible
447,edible
448,edible
449,edible
450,edible
451,edible
452,edible
453,edible
454,edible
455,edible
456,edible
457,edible
458,edible
459,edible
460,edible
461,edible
462,edible
463,edible
464,edible
465,edible
466,edible
467,edible
468,edible
469,edible
470,edible
471,edible
472,edible
473,edible
474,edible
475,edible
476,edible
477,edible
478,edible
479,edible
480,edible
481,edible
482,edible
483,edible
484,edible
485,edible
486,edible
487,edible
488,edible
489,edible
490,edible
491,edible
492,edible
493,edible
494,edible
495,edible
496,edible
497,edible
498,edible
499,edible
500,edible
501,edible
502,edible
503,edible
504,edible
505,edible
506,edible
507,edible
508,edible
509,edible
510,edible
511,edible
512,edible
513,edible
514,edible
515,edible
516,edible
517,edible
518,edible
519,edible
520,edible
521,edible
522,edible
523,edible
524,edible
525,edible
526,edible
527,edible
528,edible
529,edible
530,edible
531,edible
532,edible
533,edible
534,edible
535,edible
536,edible
537,edible
538,edible
539,edible
540,edible
541,edible
542,edible
543,edible
544,edible
545,edible
546,edible
547,edible
548,edible
549,edible
550,edible
551,edible
552,edible
553,edible
554,edible
555,edible
556,edible
557,edible
558,edible
559,edible
560,edible
561,edible
562,edible
563,edible
564,edible
565,edible
566,edible
567,edible
568,edible
569,edible
570,edible
571,edible
572,edible
573,edible
574,edible
575,edible
576,edible
577,edible
578,edible
579,edible
580,edible
581,edible
582,edible
583,edible
584,edible
585,edible
586,edible
587,edible
588,edible
589,edible
590,edible
591,edible
592,edible
593,edible
594,edible
595,edible
596,edible
597,edible
598,edible
599,edible
600,edible
601,edible
602,edible
603,edible
604,edible
605,edible
606,edible
607,edible
608,edible
609,edible
610,edible
611,edible
612,edible
613,edible
614,edible
615,edible
616,edible
617,edible
618,edible
619,edible
620,edible
621,edible
622,edible
623,edible
624,edible
625,edible
626,edible
627,edible
628,edible
629,edible
630,edible
631,edible
632,edible
633,edible
634,edible
635,edible
636,edible
637,edible
638,edible
639,edible
640,edible
641,edible
642,edible
643,edible
644,edible
645,edible
646,edible
647,edible
648,edible
649,edible
650,edible
651,edible
652,edible
653,edible
654,edible
655,edible
656,edible
657,edible
658,edible
659,edible
660,edible
661,edible
662,edible
663,edible
664,edible
665,edible
666,edible
667,edible
668,edible
669,edible
670,edible
671,edible
672,edible
673,edible
674,edible
675,edible
676,edible
677,edible
678,edible
679,edible
680,edible
681,edible
682,edible
683,edible
684,edible
685,edible
686,edible
687,edible
688,edible
689,edible
690,edible
691,edible
692,edible
693,edible
694,edible
695,edible
696,edible
697,edible
698,edible
699,edible
700,edible
701,edible
702,edible
703,edible
704,edible
705,edible
706,edible
707,edible
708,edible
709,edible
710,edible
711,edible
712,edible
713,edible
714,edible
715,edible
716,edible
717,edible
718,edible
719,edible
720,edible
721,edible
722,edible
723,edible
724,edible
725,edible
726,edible
727,edible
728,edible
729,edible
730,edible
731,edible
732,edible
733,edible
734,edible
735,edible
736,edible
737,edible
738,edible
739,edible
740,edible
741,edible
742,edible
743,edible
744,edible
745,edible
746,edible
747,edible
748,edible
749,edible
750,edible
751,edible
752,edible
753,edible
754,edible
755,edible
756,edible
757,edible
758,edible
759,edible
760,edible
761,edible
762,edible
763,edible
764,edible
765,edible
766,edible
767,edible
768,edible
769,edible
770,edible
771,edible
772,edible
773,edible
774,edible
775,edible
776,edible
777,edible
778,edible
779,edible
780,edible
781,edible
782,edible
783,edible
784,edible
785,edible
786,edible
787,edible
788,edible
789,edible
790,edible
791,edible
792,edible
793,edible
794,edible
795,edible
796,edible
797,edible
798,edible
799,edible
800,edible
801,edible
802,edible
803,edible
804,edible
805,edible
806,edible
807,edible
808,edible
809,edible
810,edible
811,edible
812,edible
813,edible
814,edible
815,edible
816,edible
817,edible
818,edible
819,edible
820,edible
821,edible
822,edible
823,edible
824,edible
825,edible
826,edible
827,edible
828,edible
829,edible
830,edible
831,edible
832,edible
833,edible
834,edible
835,edible
836,edible
837,edible
838,edible
839,edible
840,edible
841,edible
842,edible
843,edible
844,edible
845,edible
846,edible
847,edible
848,edible
849,edible
850,edible
851,edible
852,edible
853,edible
854,edible
855,edible
856,edible
857,edible
858,edible
859,edible
860,edible
861,edible
862,edible
863,edible
864,edible
865,edible
866,edible
867,edible
868,edible
869,edible
870,edible
871,edible
872,edible
873,edible
874,edible
875,edible
876,edible
877,edible
878,edible
879,edible
880,edible
881,edible
882,edible
883,edible
884,edible
885,edible
886,edible
887,edible
888,edible
889,edible
890,edible
891,edible
892,edible
893,edible
894,edible
895,edible
896,edible
897,edible
898,edible
899,edible
900,edible
901,edible
902,edible
903,edible
904,edible
905,edible
906,edible
907,edible
908,edible
909,edible
910,edible
911,edible
912,edible
913,edible
914,edible
915,edible
916,edible
917,edible
918,edible
919,edible
920,edible
921,edible
922,edible
923,edible
924,edible
925,edible
926,edible
927,edible
928,edible
929,edible
930,edible
931,edible
932,edible
933,edible
934,edible
935,edible
936,edible
937,edible
938,edible
939,edible
940,edible
941,edible
942,edible
943,edible
944,edible
945,edible
946,edible
947,edible
948,edible
949,edible
950,edible
951,edible
952,edible
953,edible
954,edible
955,edible
956,edible
957,edible
958,edible
959,edible
960,edible
961,edible
962,edible
963,edible
964,edible
965,edible
966,edible
967,edible
968,edible
969,edible
970,edible
971,edible
972,edible
973,edible
974,edible
975,edible
976,edible
977,edible
978,edible
979,edible
980,edible
981,edible
982,edible
983,edible
984,edible
985,edible
986,edible
987,edible
988,edible
989,edible
990,edible
991,edible
992,edible
993,edible
994,edible
995,edible
996,edible
997,edible
998,edible
999,edible
1000,edible
1001,edible
1002,edible
1003,edible
1004,edible
1005,edible
1006,edible
1007,edible
1008,edible
1009,edible
1010,edible
1011,edible
1012,edible
1013,edible
1014,edible
1015,edible
1016,edible
1017,edible
1018,edible
1019,edible
1020,edible
1021,edible
1022,edible
1023,edible
1024,edible
1025,edible
1026,edible
1027,edible
1028,edible
1029,edible
1030,edible
1031,edible
1032,edible
1033,edible
1034,edible
1035,edible
1036,edible
1037,edible
1038,edible
1039,edible
1040,edible
1041,edible
1042,edible
1043,edible
1044,edible
1045,edible
1046,edible
1047,edible
1048,edible
1049,edible
1050,edible
1051,edible
1052,edible
1053,edible
1054,edible
1055,edible
1056,edible
1057,edible
1058,edible
1059,edible
1060,edible
1061,edible
1062,edible
1063,edible
1064,edible
1065,edible
1066,edible
1067,edible
1068,edible
1069,edible
1070,edible
1071,edible
1072,edible
1073,edible
1074,edible
1075,edible
1076,edible
1077,edible
1078,edible
1079,edible
1080,edible
1081,edible
1082,edible
1083,edible
1084,edible
1085,edible
1086,edible
1087,edible
1088,edible
1089,edible
1090,edible
1091,edible
1092,edible
1093,edible
1094,edible
1095,edible
1096,edible
1097,edible
1098,edible
1099,edible
1100,edible
1101,edible
1102,edible
1103,edible
1104,edible
1105,edible
1106,edible
1107,edible
1108,edible
1109,edible
1110,edible
1111,edible
1112,edible
1113,edible
1114,edible
1115,edible
1116,edible
1117,edible
1118,edible
1119,edible
1120,edible
1121,edible
1122,edible
1123,edible
1124,edible
1125,edible
1126,edible
1127,edible
1128,edible
1129,edible
1130,edible
1131,edible
1132,edible
1133,edible
1134,edible
1135,edible
1136,edible
1137,edible
1138,edible
1139,edible
1140,edible
1141,edible
1142,edible
1143,edible
1144,edible
1145,edible
1146,edible
1147,edible
1148,edible
1149,edible
1150,edible
1151,edible
1152,edible
1153,edible
1154,edible
1155,edible
1156,edible
1157,edible
1158,edible
1159,edible
1160,edible
1161,edible
1162,edible
1163,edible
1164,edible
1165,edible
1166,edible
1167,edible
1168,edible
1169,edible
1170,edible
1171,edible
1172,edible
1173,edible
1174,edible
1175,edible
1176,edible
1177,edible
1178,edible
1179,edible
1180,edible
1181,edible
1182,edible
1183,edible
1184,edible
1185,edible
1186,edible
1187,edible
1188,edible
1189,edible
1190,edible
1191,edible
1192,edible
1193,edible
1194,edible
1195,edible
1196,edible
1197,edible
1198,edible
1199,edible
1200,edible
1201,edible
1202,edible
1203,edible
1204,edible
1205,edible
1206,edible
1207,edible
1208,edible
1209,edible
1210,edible
1211,edible
1212,edible
1213,edible
1214,edible
1215,edible
1216,edible
1217,edible
1218,edible
1219,edible
1220,edible
1221,edible
1222,edible
1223,edible
1224,edible
1225,edible
1226,edible
1227,edible
1228,edible
1229,edible
1230,edible
1231,edible
1232,edible
1233,edible
1234,edible
1235,edible
1236,edible
1237,edible
1238,edible
1239,edible
1240,edible
1241,edible
1242,edible
1243,edible
1244,edible
1245,edible
1246,edible
1247,edible
1248,edible
1249,edible
1250,edible
1251,edible
1252,edible
1253,edible
1254,edible
1255,edible
1256,edible
1257,edible
1258,edible
1259,edible
1260,edible
1261,edible
1262,edible
1263,edible
1264,edible
1265,edible
1266,edible
1267,edible
1268,edible
1269,edible
1270,edible
1271,edible
1272,edible
1273,edible
1274,edible
1275,edible
1276,edible
1277,edible
1278,edible
1279,edible
1280,edible
1281,edible
1282,edible
1283,edible
1284,edible
1285,edible
1286,edible
1287,edible
1288,edible
1289,edible
1290,edible
1291,edible
1292,edible
1293,edible
1294,edible
1295,edible
1296,edible
1297,edible
1298,edible
1299,edible
1300,edible
1301,edible
1302,edible
1303,edible
1304,edible
1305,edible
1306,edible
1307,edible
1308,edible
1309,edible
1310,edible
1311,edible
1312,edible
1313,edible
1314,edible
1315,edible
1316,edible
1317,edible
1318,edible
1319,edible
1320,edible
1321,edible
1322,edible
1323,edible
1324,edible
1325,edible
1326,edible
1327,edible
1328,edible
1329,edible
1330,edible
1331,edible
1332,edible
1333,edible
1334,edible
1335,edible
1336,edible
1337,edible
1338,edible
1339,edible
1340,edible
1341,edible
1342,edible
1343,edible
1344,edible
1345,edible
1346,edible
1347,edible
1348,edible
1349,edible
1350,edible
1351,edible
1352,edible
1353,edible
1354,edible
1355,edible
1356,edible
1357,edible
1358,edible
1359,edible
1360,edible
1361,edible
1362,edible
1363,edible
1364,edible
1365,edible
1366,edible
1367,edible
1368,edible
1369,edible
1370,edible
1371,edible
1372,edible
1373,edible
1374,edible
1375,edible
1376,edible
1377,edible
1378,edible
1379,edible
1380,edible
1381,edible
1382,edible
1383,edible
1384,edible
1385,edible
1386,edible
1387,edible
1388,edible
1389,edible
1390,edible
1391,edible
1392,edible
1393,edible
1394,edible
1395,edible
1396,edible
1397,edible
1398,edible
1399,edible
1400,edible
1401,edible
1402,edible
1403,edible
1404,edible
1405,edible
1406,edible
1407,edible
1408,edible
1409,edible
1410,edible
1411,edible
1412,edible
1413,edible
1414,edible
1415,edible
1416,edible
1417,edible
1418,edible
1419,edible
1420,edible
1421,edible
1422,edible
1423,edible
1424,edible
1425,edible
1426,edible
1427,edible
1428,edible
1429,edible
1430,edible
1431,edible
1432,edible
1433,edible
1434,edible
1435,edible
1436,edible
1437,edible
1438,edible
1439,edible
1440,edible
1441,edible
1442,edible
1443,edible
1444,edible
1445,edible
1446,edible
1447,edible
1448,edible
1449,edible
1450,edible
1451,edible
1452,edible
1453,edible
1454,edible
1455,edible
1456,edible
1457,edible
1458,edible
1459,edible
1460,edible
1461,edible
1462,edible
1463,edible
1464,edible
1465,edible
1466,edible
1467,edible
1468,edible
1469,edible
1470,edible
1471,edible
1472,edible
1473,edible
1474,edible
1475,edible
1476,edible
1477,edible
1478,edible
1479,edible
1480,edible
1481,edible
1482,edible
1483,edible
1484,edible
1485,edible
1486,edible
1487,edible
1488,edible
1489,edible
1490,edible
1491,edible
1492,edible
1493,edible
1494,edible
1495,edible
1496,edible
1497,edible
1498,edible
1499,edible
1500,edible
1501,edible
1502,edible
1503,edible
1504,edible
1505,edible
1506,edible
1507,edible
1508,edible
1509,edible
1510,edible
1511,edible
1512,edible
1513,edible
1514,edible
1515,edible
1516,edible
1517,edible
1518,edible
1519,edible
1520,edible
1521,edible
1522,edible
1523,edible
1524,edible
1525,edible
1526,edible
1527,edible
1528,edible
1529,edible
1530,edible
1531,edible
1532,edible
1533,edible
1534,edible
1535,edible
1536,edible
1537,edible
1538,edible
1539,edible
1540,edible
1541,edible
1542,edible
1543,edible
1544,edible
1545,edible
1546,edible
1547,edible
1548,edible
1549,edible
1550,edible
1551,edible
1552,edible
1553,edible
1554,edible
1555,edible
1556,edible
1557,edible
1558,edible
1559,edible
1560,edible
1561,edible
1562,edible
1563,edible
1564,edible
1565,edible
1566,edible
1567,edible
1568,edible
1569,edible
1570,edible
1571,edible
1572,edible
1573,edible
1574,edible
1575,edible
1576,edible
1577,edible
1578,edible
1579,edible
1580,edible
1581,edible
1582,edible
1583,edible
1584,edible
1585,edible
1586,edible
1587,edible
1588,edible
1589,edible
1590,edible
1591,edible
1592,edible
1593,edible
1594,edible
1595,edible
1596,edible
1597,edible
1598,edible
1599,edible
1600,edible
1601,edible
1602,edible
1603,edible
1604,edible
1605,edible
1606,edible
1607,edible
1608,edible
1609,edible
1610,edible
1611,edible
1612,edible
1613,edible
1614,edible
1615,edible
1616,edible
1617,edible
1618,edible
1619,edible
1620,edible
1621,edible
1622,edible
1623,edible
1624,edible
