Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Feature 23,Feature 24,Feature 25,Feature 26,Feature 27,Feature 28,Feature 29,Feature 30,Feature 31,Feature 32,Feature 33,Feature 34,Feature 35,Feature 36,Feature 37,Feature 38,Feature 39,Feature 40,Feature 41,Feature 42,Feature 43,Feature 44,Feature 45,Feature 46,Feature 47,Feature 48,Feature 49,Feature 50,Feature 51,Feature 52,Feature 53,Feature 54,Feature 55,Feature 56,Feature 57,Feature 58
11.0,658.0,0.522550543511,0.999999997416,0.715762272052,17.0,0.0,1.0,0.0,4.56686930091,8.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1500.0,450.6,0.0,690400.0,111125.0,0.0,3362.68726986,1673.03115,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0250647877588,0.776902196073,0.0250267366896,0.0250451958951,0.147961083584,0.45145053951,0.0578196678943,0.0531914893617,0.0334346504559,0.614035087719,0.385964912281,0.345921459493,0.1,0.6,-0.369696969697,-1.0,-0.075,0.498106060606,-0.0776515151515,0.00189393939394,0.0776515151515
9.0,1328.0,0.462197973139,0.999999998713,0.658944658097,8.0,8.0,5.0,25.0,4.40286144578,6.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,993.0,299.833333333,5200.0,843300.0,270233.333333,1502.54285714,3482.17669926,2712.59056742,742.0,17700.0,5460.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0333357564269,0.0348460625412,0.398872682527,0.499611926332,0.0333335721732,0.432491107618,0.000781564507679,0.0549698795181,0.0451807228916,0.548872180451,0.451127819549,0.368005099923,0.05,1.0,-0.418432539683,-1.0,-0.05,0.454545454545,0.136363636364,0.0454545454545,0.136363636364
8.0,364.0,0.599423629396,0.999999995495,0.743243239895,15.0,4.0,11.0,0.0,4.61813186813,9.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,570.0,159.444444444,10800.0,843300.0,177544.444444,2529.47058824,3582.28129032,2865.79765655,29000.0,29000.0,29000.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0963165872348,0.0223086026494,0.170159298437,0.0224154095204,0.688800102159,0.474308561809,0.13682960558,0.0631868131868,0.0192307692308,0.766666666667,0.233333333333,0.306921701487,0.1,0.75,-0.27619047619,-0.4,-0.166666666667,0.0,0.0,0.5,0.0
6.0,166.0,0.725609751673,0.999999989691,0.824742259539,6.0,1.0,0.0,2.0,4.64457831325,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1400.0,338.714285714,0.0,843300.0,430037.5,0.0,6486.18461538,3630.90207803,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.152723151364,0.0250801113435,0.0250015245901,0.771985405574,0.0252098071284,0.584575569358,0.196195652174,0.0903614457831,0.0120481927711,0.882352941176,0.117647058824,0.403333333333,0.05,0.8,-0.9,-0.9,-0.9,1.0,-0.9,0.5,0.9
9.0,308.0,0.557491287256,0.99999999422,0.705202308062,2.0,0.0,13.0,0.0,4.15909090909,6.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,469.0,347.75,0.0,69100.0,36666.6666667,0.0,3475.23529412,1970.40334054,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0336936948641,0.0333567574176,0.0335001606859,0.533614892754,0.365834494278,0.494166666667,0.189166666667,0.0422077922078,0.00974025974026,0.8125,0.1875,0.369230769231,0.1,0.5,-0.272222222222,-0.4,-0.166666666667,0.0,0.0,0.5,0.0
9.0,205.0,0.738916252518,0.999999992248,0.84496123376,5.0,3.0,0.0,14.0,4.56097560976,8.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,10500.0,1623.875,10500.0,617900.0,319000.0,2432.25,10500.0,5234.71397021,1300.0,10500.0,4433.33333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250332525241,0.0251498768241,0.0250079224771,0.899782120559,0.0250268276161,0.51047979798,0.285227272727,0.0341463414634,0.00487804878049,0.875,0.125,0.517532467532,0.136363636364,1.0,-0.2,-0.2,-0.2,0.5,0.5,0.0,0.5
9.0,923.0,0.418859648664,0.999999998084,0.590038313046,1.0,1.0,1.0,0.0,4.57854821235,7.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,474.0,135.571428571,1600.0,843300.0,241200.0,980.75,3470.715328,2169.16227138,5800.0,5800.0,5800.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0285717387165,0.0285715245689,0.885712191219,0.0285715157134,0.028573029782,0.40443001443,0.0207972582973,0.0205850487541,0.0173347778982,0.542857142857,0.457142857143,0.346741854637,0.0333333333333,0.5,-0.336359126984,-0.714285714286,-0.05,0.0,0.0,0.5,0.0
8.0,1106.0,0.398912057662,0.999999998158,0.661141803571,6.0,2.0,3.0,1.0,4.54159132007,8.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,508.0,189.285714286,0.0,843300.0,195525.0,0.0,7045.43157895,4013.67166723,21900.0,21900.0,21900.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.899432983942,0.0250215899009,0.0250298678882,0.0251010381385,0.0254145201307,0.517383758217,0.113700797659,0.0361663652803,0.0135623869801,0.727272727273,0.272727272727,0.356550324675,0.0333333333333,0.8,-0.368703703704,-1.0,-0.05,0.0666666666667,0.0333333333333,0.433333333333,0.0333333333333
9.0,726.0,0.507713884281,0.999999997602,0.721822540235,12.0,4.0,8.0,0.0,4.51928374656,9.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,287.0,116.714285714,0.0,843300.0,172200.0,0.0,3598.0,2390.45926826,850.0,15500.0,5816.66666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222661444676,0.0222317008795,0.0222288074534,0.0222384850237,0.911034862176,0.393489744383,0.0865800865801,0.0399449035813,0.00826446280992,0.828571428571,0.171428571429,0.256327063741,0.1,0.6,-0.270833333333,-0.4,-0.1,0.0,0.0,0.5,0.0
9.0,335.0,0.491017962602,0.999999995238,0.595238092404,4.0,2.0,2.0,0.0,4.67462686567,6.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,47.0,11.0,0.0,843300.0,502300.0,0.0,4352.49089253,2358.57169492,4200.0,4200.0,4200.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0336167494015,0.0342785656991,0.0333493548496,0.138949515694,0.759805814356,0.455041797283,0.191196447231,0.0537313432836,0.0119402985075,0.818181818182,0.181818181818,0.40664983165,0.0333333333333,0.8,-0.16875,-0.3,-0.125,0.0,0.0,0.5,0.0
11.0,197.0,0.661538458146,0.999999991935,0.749999993952,4.0,2.0,9.0,1.0,4.43654822335,9.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,696.0,249.0,9700.0,843300.0,257111.111111,2867.97539016,9027.88888889,5040.72254922,11000.0,11000.0,11000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.132821734045,0.0224866003816,0.0222225417788,0.800246735816,0.022222387978,0.346392496392,0.162608225108,0.0253807106599,0.010152284264,0.714285714286,0.285714285714,0.504545454545,0.136363636364,1.0,-0.285714285714,-0.5,-0.0714285714286,0.3,1.0,0.2,1.0
13.0,301.0,0.59395972955,0.999999994152,0.783625726412,3.0,2.0,1.0,0.0,4.70431893688,6.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,569.0,214.166666667,10300.0,843300.0,185650.0,2202.61608961,3574.39554055,2884.79536505,4400.0,10300.0,7350.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0341558770815,0.0349372649119,0.369782739459,0.0333381052202,0.527786013328,0.319841269841,0.0555555555556,0.0299003322259,0.0199335548173,0.6,0.4,0.24417989418,0.1,0.5,-0.136111111111,-0.2,-0.1,0.284848484848,0.128787878788,0.215151515152,0.128787878788
12.0,230.0,0.635964909491,0.999999993243,0.770270265066,7.0,5.0,0.0,0.0,5.00869565217,8.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,378.0,98.8333333333,0.0,843300.0,157450.0,0.0,3718.32142857,2237.05872527,5900.0,22900.0,12025.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.188757180962,0.0250062411353,0.598049550525,0.0250334977918,0.163153529586,0.371666666667,0.0326666666667,0.0260869565217,0.0521739130435,0.333333333333,0.666666666667,0.422222222222,0.0833333333333,0.85,-0.143055555556,-0.5,-0.0833333333333,0.25,-0.0833333333333,0.25,0.0833333333333
10.0,992.0,0.467015706317,0.999999998501,0.574212892692,31.0,1.0,14.0,0.0,4.76411290323,7.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,701.0,260.714285714,1200.0,843300.0,256228.571429,915.0,3623.26923077,2633.32176845,1400.0,1400.0,1400.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0285722475895,0.0285722642372,0.599765091899,0.0285719854032,0.314518410871,0.456033823079,-0.0205531059291,0.023185483871,0.0332661290323,0.410714285714,0.589285714286,0.369746376812,0.0625,0.8,-0.313594276094,-1.0,-0.05,0.2,0.2,0.3,0.2
14.0,583.0,0.5267702927,0.999999996805,0.757188495983,6.0,6.0,1.0,0.0,4.25042881647,6.0,0.0,1.0,0.0,0.0,0.0,0.0,217.0,522.0,353.0,0.0,617900.0,130920.333333,0.0,3262.20058731,2012.94330653,1700.0,19400.0,7766.66666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0342973990275,0.034345730087,0.0335068503076,0.864420175704,0.0334298448734,0.47291589363,0.187170686456,0.0583190394511,0.0154373927959,0.790697674419,0.209302325581,0.379991087344,0.05,1.0,-0.281481481481,-0.625,-0.05,0.327272727273,0.118181818182,0.172727272727,0.118181818182
11.0,639.0,0.432432431702,0.999999997743,0.519187357744,3.0,3.0,20.0,0.0,4.73082942097,10.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,799.0,262.4,3900.0,843300.0,182660.0,1567.17647059,7504.44168147,4476.34647718,1100.0,1100.0,1100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.291152635886,0.0200041805879,0.0200471856774,0.648219651476,0.020576346373,0.313320707071,0.057086489899,0.0203442879499,0.0156494522692,0.565217391304,0.434782608696,0.284965034965,0.136363636364,1.0,-0.172777777778,-0.3,-0.05,1.0,0.333333333333,0.5,0.333333333333
10.0,329.0,0.61042944598,0.999999994949,0.792929288925,10.0,0.0,1.0,0.0,4.84194528875,4.0,0.0,0.0,0.0,1.0,0.0,0.0,217.0,1000.0,498.25,6400.0,617900.0,178025.0,2950.0,4115.37627119,3494.96914834,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.512173415297,0.0500105017588,0.337600936437,0.0502139785227,0.0500011679847,0.386895351026,0.0419019386411,0.048632218845,0.0121580547112,0.8,0.2,0.219798430736,0.0333333333333,0.5,-0.40625,-0.8,-0.125,0.0,0.0,0.5,0.0
15.0,145.0,0.726618699808,0.99999998913,0.815217382443,4.0,2.0,0.0,0.0,5.01379310345,9.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1600.0,573.5,0.0,690400.0,159544.444444,0.0,5783.33333333,2144.56786327,16100.0,16100.0,16100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0224175212816,0.464662436254,0.468379002601,0.0222237438224,0.0223172960414,0.529166666667,0.170833333333,0.0344827586207,0.0137931034483,0.714285714286,0.285714285714,0.326666666667,0.1,0.5,-0.108333333333,-0.166666666667,-0.05,0.583333333333,0.416666666667,0.0833333333333,0.416666666667
10.0,456.0,0.578828827525,0.99999999631,0.767527672445,4.0,1.0,1.0,2.0,4.75,6.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,554.0,196.5,1600.0,843300.0,287133.333333,1118.25,4391.51009421,2454.76675209,919.0,919.0,919.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.036637282807,0.0333515388488,0.863235058125,0.0334402078164,0.0333359124026,0.370609318996,0.0401433691756,0.0241228070175,0.0241228070175,0.5,0.5,0.354545454545,0.1,0.8,-0.241414141414,-1.0,-0.1,0.0,0.0,0.5,0.0
11.0,1364.0,0.388026607252,0.999999998815,0.53436018894,23.0,23.0,28.0,0.0,4.6151026393,10.0,0.0,0.0,0.0,0.0,1.0,0.0,217.0,788.0,356.444444444,0.0,28000.0,13008.8,0.0,2695.91666667,1551.42115748,545.0,16000.0,2764.17391304,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0200360529986,0.254930776936,0.0200017601822,0.0200861469347,0.684945262949,0.538369627006,0.245481547072,0.0689149560117,0.0146627565982,0.824561403509,0.175438596491,0.395277701022,0.1,1.0,-0.19746031746,-0.5,-0.05,0.821428571429,0.357142857143,0.321428571429,0.357142857143
10.0,671.0,0.492514969323,0.99999999734,0.694148934324,10.0,0.0,1.0,0.0,4.7958271237,9.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,772.0,248.82375,0.0,843300.0,244044.444444,0.0,4658.69454545,2930.89248595,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.910843910955,0.0222240206885,0.0222331452289,0.0222577214257,0.0224412017017,0.497195985832,0.211128492719,0.0670640834575,0.0104321907601,0.865384615385,0.134615384615,0.298601491101,0.05,0.8,-0.253571428571,-0.5,-0.1,0.0,0.0,0.5,0.0
12.0,799.0,0.474358973751,0.999999997951,0.620901638072,12.0,9.0,9.0,0.0,4.59949937422,5.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1500.0,400.4,2000.0,843300.0,457020.0,1750.0,4232.16468591,3150.90225487,981.0,64300.0,11211.5714286,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.839957988341,0.0400026799927,0.0400245222351,0.0400145826635,0.0400002267673,0.523525618217,0.161680157742,0.0575719649562,0.0137672090113,0.80701754386,0.19298245614,0.382316958404,0.0333333333333,0.8,-0.289015151515,-0.5,-0.125,0.9,0.5,0.4,0.5
7.0,423.0,0.516666665437,0.999999996047,0.660079048774,5.0,5.0,1.0,0.0,5.22695035461,8.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,330.0,84.5,7700.0,843300.0,287250.0,1248.71578947,3511.75723182,2098.28644042,330.0,1100.0,796.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0250003989666,0.0250001973097,0.778489685045,0.025000179115,0.146509539564,0.45589569161,-0.0174603174603,0.0236406619385,0.0141843971631,0.625,0.375,0.16,0.05,0.375,-0.311111111111,-0.5,-0.1,0.0,0.0,0.5,0.0
11.0,896.0,0.504474272366,0.999999998243,0.671353250138,9.0,0.0,9.0,1.0,5.05691964286,8.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,377.0,113.75,1100.0,843300.0,167900.0,535.6,5838.01234568,3393.28900115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0250005488099,0.0250019532018,0.774403344929,0.150578389048,0.0250157640114,0.332678875908,0.0600929934263,0.0267857142857,0.0279017857143,0.489795918367,0.510204081633,0.399657287157,0.0333333333333,1.0,-0.19326984127,-0.4,-0.05,0.5,0.5,0.0,0.5
11.0,179.0,0.624999996449,0.999999990196,0.764705874856,5.0,1.0,1.0,0.0,4.51396648045,6.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1600.0,530.75,0.0,617900.0,122700.0,0.0,3314.45709828,2083.78939798,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0333340408332,0.367267511629,0.0333345239168,0.0333338582537,0.532730065367,0.53048245614,0.170394736842,0.0502793296089,0.0335195530726,0.6,0.4,0.459259259259,0.1,0.7,-0.207638888889,-0.3125,-0.155555555556,0.414444444444,0.00222222222222,0.0855555555556,0.00222222222222
9.0,904.0,0.472157772074,0.999999998205,0.606822261029,27.0,2.0,2.0,0.0,4.88495575221,7.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,929.0,315.0,883.0,843300.0,245654.714286,883.0,3385.39332031,2176.10334347,1200.0,1800.0,1500.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.452530849471,0.0285715526227,0.461752620109,0.0285714935184,0.0285734842794,0.385977217227,0.00913184038184,0.016592920354,0.0221238938053,0.428571428571,0.571428571429,0.32324963925,0.1,0.6,-0.225694444444,-0.5,-0.05,0.0,0.0,0.5,0.0
11.0,178.0,0.645714282024,0.999999992188,0.703124994507,4.0,3.0,0.0,12.0,4.77528089888,8.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,475.0,355.0,0.0,51900.0,27725.0,0.0,3209.94444444,2107.9630913,3900.0,3900.0,3900.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025027858277,0.0250715010234,0.0250096478555,0.899888960501,0.0250020323432,0.622727272727,0.270707070707,0.0561797752809,0.00561797752809,0.909090909091,0.0909090909091,0.391136363636,0.1,1.0,-0.8,-0.8,-0.8,0.8125,0.5,0.3125,0.5
10.0,242.0,0.630434779868,0.999999992857,0.807142851378,2.0,2.0,1.0,0.0,4.30578512397,7.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,1200.0,410.833333333,0.0,843300.0,315128.571429,0.0,3483.30510908,2183.35158948,1300.0,13900.0,7600.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.171884512463,0.0287978446376,0.0285738888756,0.028573641997,0.742170112027,0.503666666667,0.249666666667,0.0495867768595,0.00826446280992,0.857142857143,0.142857142857,0.443888888889,0.16,1.0,-0.166666666667,-0.166666666667,-0.166666666667,0.0,0.0,0.5,0.0
9.0,421.0,0.552058110043,0.999999996183,0.679389310384,9.0,0.0,1.0,0.0,4.66508313539,9.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,386.0,290.166666667,0.0,690400.0,106655.555556,0.0,3813.67272727,1977.56522547,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0222258122573,0.578905447758,0.354364732058,0.0222701492398,0.0222338586873,0.477415161467,0.134053341295,0.104513064133,0.021377672209,0.830188679245,0.169811320755,0.288651121606,0.1,0.6,-0.406172839506,-0.5,-0.155555555556,0.7,0.55,0.2,0.55
11.0,212.0,0.678217818425,0.999999993056,0.777777772377,7.0,3.0,1.0,1.0,4.91509433962,10.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,502.0,120.428571429,0.0,843300.0,146950.0,0.0,4922.18181818,2535.55636826,790.0,2600.0,1695.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0200012771791,0.809389617599,0.0200008519468,0.130538482799,0.0200697704766,0.304444444444,0.155151515152,0.0283018867925,0.0,1.0,0.0,0.232727272727,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
12.0,127.0,0.709677413632,0.999999988372,0.7558139447,3.0,3.0,2.0,1.0,4.1968503937,10.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,959.0,186.752222222,0.0,843300.0,551960.0,0.0,99993.5714286,13904.2332116,6200.0,652900.0,329550.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.320842706992,0.120586536244,0.0200006805436,0.518559732189,0.0200103440322,0.558529741863,0.146632996633,0.0551181102362,0.0157480314961,0.777777777778,0.222222222222,0.426623376623,0.136363636364,0.5,-0.583333333333,-1.0,-0.166666666667,0.2,0.3,0.3,0.3
13.0,381.0,0.582887698976,0.999999995434,0.762557074144,9.0,3.0,1.0,0.0,4.89763779528,8.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,693.0,293.5,3700.0,843300.0,206850.0,1680.84761905,3472.63876874,2385.11567462,3300.0,3300.0,3300.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14855671434,0.0250010899608,0.651644315992,0.149579021481,0.0252188582261,0.504158341658,0.0370004995005,0.0262467191601,0.0236220472441,0.526315789474,0.473684210526,0.292034632035,0.05,0.5,-0.217592592593,-0.4,-0.1,0.0,0.0,0.5,0.0
9.0,242.0,0.684647300064,0.999999993151,0.869863007741,5.0,3.0,0.0,1.0,4.8305785124,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,518.0,217.666666667,10100.0,690400.0,440533.333333,2526.22222222,4927.55938416,3911.86644054,1400.0,10100.0,5750.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.365530024363,0.0333576753649,0.033338225737,0.533359658312,0.0344144162232,0.663888888889,0.320612373737,0.0785123966942,0.0123966942149,0.863636363636,0.136363636364,0.466387559809,0.1,1.0,-0.411111111111,-0.666666666667,-0.166666666667,0.5,0.136363636364,0.0,0.136363636364
